Dialogue_ID,Utterance_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,Predicted_Emotion,Reasoning,raw_output
173,6,173_6,Monica,Okay!,surprise,anger,Monica's repetition of 'Okay' indicates frustration,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,7,173_7,Monica,I didnt make it!,sadness,anger,Monica's statement indicates she feels wronged,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,8,173_8,Monica,Im sorry!,sadness,sadness,"Monica apologizes, indicating regret or remorse","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,9,173_9,Monica,I totally forgot about tonight and the fact that were supposed to,neutral,sadness,Monica expresses regret for forgetting an event,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,10,173_10,Chandler,"Oh, its okay. I dont",neutral,neutral,"Chandler responds calmly, no strong emotion detected","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,11,173_11,Monica,"No-no, its not okay!",sadness,anger,Monica's strong negative reaction to Chandler's response,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,12,173_12,Monica,Its not!,sadness,anger,Monica's repetition of 'It's not okay' indicates frustration,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,13,173_13,Monica,I mean you were just Youre so incredible!,sadness,joy,Monica expresses admiration and appreciation for Chandler's effort,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,14,173_14,Monica,You went through all this time and effort to make this tape for me!,sadness,joy,Monica is grateful for Chandler's effort,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,15,173_15,Monica,"Yknow Im just gonnaI, I am gonna make this up to you!",joy,joy,Monica is committed to making it up to Chandler,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,16,173_16,Monica,I will!,sadness,joy,Monica is committed to making it up to Chandler,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,17,173_17,Monica,I-I am going to,neutral,joy,Monica is committed to making it up to Chandler,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
173,18,173_18,Chandler,"Well, I did put a lot of thought in the tape.",neutral,neutral,"Chandler responds calmly, no strong emotion detected","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""Chandler is responding to a statement, no strong emotion detected""},
    {""utterance_id"": 1, ""predicted_emotion"": ""anger"", ""reasoning"": ""Monica's strong negative reaction to Phoebe's statement""},
    {""utteran"
176,0,176_0,Joey,"Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.",neutral,neutral,"The tone is neutral and friendly, indicating a positive social interaction.","{
  ""predictions"": [
    {
      ""utterance_id"": 0,
      ""predicted_emotion"": ""neutral"",
      ""reasoning"": ""The tone is neutral and friendly, indicating a positive social interaction.""
    },
    {
      ""utterance_id"": 1,
      ""predicted_emotion"": ""neutral"",
      ""reasoning"": ""The tone is polit"
176,1,176_1,Ross,Nice to meet you.,neutral,neutral,"The tone is polite and courteous, indicating a neutral emotional state.","{
  ""predictions"": [
    {
      ""utterance_id"": 0,
      ""predicted_emotion"": ""neutral"",
      ""reasoning"": ""The tone is neutral and friendly, indicating a positive social interaction.""
    },
    {
      ""utterance_id"": 1,
      ""predicted_emotion"": ""neutral"",
      ""reasoning"": ""The tone is polit"
174,0,174_0,Rachel,"No.  And then I called him, and he wasnt there.",neutral,sadness,Rachel expresses disappointment and frustration,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,1,174_1,Mark,"Well, then hes, hes probably just, out.",neutral,neutral,Mark provides a neutral and matter-of-fact response,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,2,174_2,Rachel,"Oh, thank you thats very helpful, Im glad you came over.",neutral,joy,Rachel is grateful and appreciative of Mark's help,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,3,174_3,Rachel,Hello.,neutral,neutral,Rachel's greeting is neutral and polite,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,4,174_4,Ross,Hi! Its me.,sadness,neutral,Ross's greeting is neutral and friendly,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,5,174_5,Rachel,"Hi! Oh, Im so glad you called.",joy,joy,Rachel is happy to see Ross and is glad he called,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,6,174_6,Ross,"Really? Ive been thinking, this is crazy, I mean dont, dont you think we can work on this?",sadness,surprise,Ross is surprised and uncertain about the situation,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,7,174_7,Mark,"Hey, what do you want to drink?",neutral,neutral,Mark asks a neutral question about drinks,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,8,174_8,Ross,Whos that?,surprise,surprise,Ross is surprised to see someone new,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,9,174_9,Rachel,Nobody.,neutral,neutral,Rachel's response is neutral and dismissive,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,10,174_10,Mark,Is it okay if I finish the apple juice?,neutral,neutral,Mark asks permission to finish a drink,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,11,174_11,Ross,Is that Mark?,neutral,surprise,Ross is surprised to see Mark,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,12,174_12,Rachel,"Umm, honey, look he just came over to....",neutral,neutral,Rachel tries to explain the situation to Ross,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,13,174_13,Ross,Yeah! Got it!,anger,neutral,Ross acknowledges Mark's presence,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,14,174_14,Chloe,"Hey, dinosaur guy, look at you, so sad. Come dance.",neutral,joy,Chloe is playful and encouraging,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,15,174_15,Ross,"Ah, thats okay, thanks.",sadness,sadness,Ross is still upset and sad,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,16,174_16,Chloe,"Hey, you dont have to smile. You just have to dance.",neutral,neutral,Chloe is trying to cheer Ross up,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,17,174_17,Ross,"Look, I dont feel like dancing, I feel like having a drink. Okay?",sadness,anger,Ross is frustrated and resistant to Chloe's suggestion,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
174,18,174_18,Chloe,"Oh, okay.  Hey, two beers.",neutral,neutral,Chloe offers a neutral and friendly response,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""Rachel expresses disappointment and frustration""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Mark provides a neutral and matter-of-fact response""},
    {""utterance_id"": ""2"", ""pr"
177,0,177_0,Phoebe,Oh and I need to talk to you.,neutral,neutral,neutral tone and context,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and context""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and context""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral"
177,1,177_1,Monica,About what?,neutral,neutral,neutral tone and context,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and context""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and context""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral"
177,2,177_2,Phoebe,To see if know what these guys are talking about.,neutral,neutral,neutral tone and context,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and context""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and context""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral"
175,0,175_0,Rachel,You wanna go in the bedroom? Its a little more comfortable.,neutral,neutral,"neutral tone, asking for permission","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,1,175_1,Tag,Sure.,neutral,neutral,"neutral tone, agreeing","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,2,175_2,Rachel,"Okay.  Oh wait! Umm, did you send those contracts to Milan?",surprise,neutral,"neutral tone, asking a question","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,3,175_3,Tag,If this is your idea of sexy talk?,surprise,anger,"sarcastic tone, implying disrespect","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,4,175_4,Rachel,"No seriously, yknow the contracts I gave you, did you overnight them?",fear,neutral,"neutral tone, asking a question","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,5,175_5,Tag,What contracts?,neutral,anger,"defensive, denying responsibility","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,6,175_6,Rachel,Okay please tell me that this is just one of your jokes that you do that I dont get.,joy,anger,"frustration, feeling misunderstood","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,7,175_7,Tag,Like what?,neutral,neutral,"neutral tone, asking for clarification","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,8,175_8,Rachel,"Yknow, like the thing when you put the phone in your pants?",disgust,anger,"accusing, feeling disrespected","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,9,175_9,Rachel,Tag!,anger,anger,"anger, frustration, and disappointment","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,10,175_10,Rachel,Im serious!,anger,anger,"anger, frustration, and disappointment","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,11,175_11,Rachel,This isnt funny!,anger,anger,"anger, frustration, and disappointment","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,12,175_12,Rachel,Those contracts absolutely had to go out today!,anger,anger,"frustration, feeling urgency","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,13,175_13,Tag,"Rach, Im sorry, but you didnt give me any contracts!",surprise,anger,"defensive, denying responsibility","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,14,175_14,Rachel,Yes I did! And I put a little,anger,anger,"accusing, feeling disrespected","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,15,175_15,Tag,"Im telling you, you never gave them to me.",neutral,anger,"defensive, denying responsibility","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,16,175_16,Rachel,"Yknow what Tag, if we went down to the office you would see those contracts sitting on your desk.",anger,anger,"accusing, feeling disrespected","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,17,175_17,Tag,"No, I would see you looking embarrassed because they are",anger,anger,"defensive, making a joke","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,18,175_18,Rachel,Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!,disgust,anger,"accusing, feeling disrespected","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,19,175_19,Tag,You wanna go down to the office right now?,neutral,neutral,"neutral tone, asking a question","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,20,175_20,Rachel,"No! Come on its late, were not gonna go down to the office.",anger,neutral,"neutral tone, refusing","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,21,175_21,Tag,Okay I understand.  I wouldnt want to be proved wrong either.,neutral,neutral,"neutral tone, agreeing","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
175,22,175_22,Rachel,Okay get your coat!  Oh! When did you unhook this?  Nice work!,joy,anger,"anger, frustration, and disappointment","{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for permission""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, agreeing""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"": ""neut"
179,0,179_0,Chandler,Forgive me? You haven't been taking my calls in a week!,anger,anger,"anger words: Forgive, haven't been taking my calls","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: Forgive, haven't been taking my calls""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: over it, Don't come out here""},
    {""utterance_id"": ""2"", ""predicted_emo"
179,1,179_1,Joey,"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",anger,anger,"anger words: over it, Don't come out here","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: Forgive, haven't been taking my calls""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: over it, Don't come out here""},
    {""utterance_id"": ""2"", ""predicted_emo"
179,2,179_2,Chandler,"Uh, what was that?",surprise,surprise,surprise at Joey's reaction,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: Forgive, haven't been taking my calls""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: over it, Don't come out here""},
    {""utterance_id"": ""2"", ""predicted_emo"
179,3,179_3,Joey,"Uh,",neutral,neutral,"neutral tone, unclear meaning","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: Forgive, haven't been taking my calls""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""anger words: over it, Don't come out here""},
    {""utterance_id"": ""2"", ""predicted_emo"
178,0,178_0,Monica,"Pheebs, hows it going?",neutral,neutral,neutral tone and inquiry,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and inquiry""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and self-assessment""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reasoning"": ""pos"
178,1,178_1,Phoebe,Im doing okay. I think its going well. Do you think theyre having fun? Am I talking to fast?,neutral,neutral,neutral tone and self-assessment,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and inquiry""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and self-assessment""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reasoning"": ""pos"
