Dialogue_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,predicted_emotion,confidence,outcome,winning_agent,vote_plain,vote_linguistic,vote_context,reason_plain,reason_linguistic,reason_context,arbitrator_reasoning
158,158_0,Joanna,Did he call?,neutral,neutral,0.24,majority,majority,neutral,surprise,neutral,,,,
158,158_1,Rachel,No. Sorry.,sadness,neutral,1.0,majority,majority,neutral,neutral,sadness,,,,
158,158_2,Joanna,Why?! Why?! He said hed call. Why hasnt he called?,sadness,anger,1.0,unanimous,majority,anger,anger,anger,,,,
158,158_3,Sophie,"Maybe hes intimated by really smart, strong, successful women.",neutral,anger,0.375,majority,majority,anger,anger,neutral,,,,
158,158_4,Joanna,"Sophie, would you please climb out of my butt. Why hasnt he called, Rachel? Why?",anger,anger,0.6,unanimous,majority,anger,anger,anger,,,,
158,158_5,Rachel,"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",neutral,sadness,1.0,arbitrated,unknown,neutral,anger,sadness,,,,
158,158_6,Joanna,Awkward? Why should he feel awkward?,surprise,anger,0.9,arbitrated,unknown,surprise,neutral,anger,,,,
162,162_0,Monica,"Ooh! I'm sorry! I think, I THINK, that may have missed the table!",joy,surprise,1.0,majority,majority,surprise,surprise,neutral,,,,
162,162_1,Mike,Do,neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
162,162_2,Monica,"Ah,",neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
162,162_3,Mike,Do,neutral,neutral,0.76,unanimous,majority,neutral,neutral,neutral,,,,
162,162_4,Monica,"Ah,",neutral,neutral,0.833,unanimous,majority,neutral,neutral,neutral,,,,
162,162_5,Mike,DO YOU?,anger,neutral,0.5,majority,majority,neutral,neutral,anger,,,,
161,161_0,Chloe,Do I know why were rushing?,neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
161,161_1,Ross,"Yeah, y'know the ah, the girlfriend I told you about last night?",neutral,surprise,0.85,majority,majority,neutral,surprise,surprise,,,,
161,161_2,Ross,"Well it turns out she ah, she wants to get back together with me.",neutral,neutral,0.25,majority,majority,neutral,surprise,neutral,,,,
161,161_3,Ross,"Oh, I found it!",joy,joy,0.763,unanimous,majority,joy,joy,joy,,,,
161,161_4,Chloe,Thats so great for you guys!,joy,joy,0.5,majority,majority,neutral,joy,joy,,,,
161,161_5,Chloe,"Good luck, with your girlfriend.",neutral,neutral,0.0,majority,majority,joy,neutral,neutral,,,,
161,161_6,Ross,"Oh, thank you.  Hey, hey.  Rachel!!!!",joy,joy,0.6833,unanimous,majority,joy,joy,joy,,,,
161,161_7,Rachel,"Hi. Ohhh, you got my message.",neutral,joy,0.9,majority,majority,neutral,joy,joy,,,,
161,161_8,Ross,"Yeah, oh hey, you are right on time.",neutral,joy,0.5,majority,majority,joy,joy,neutral,,,,
161,161_9,Rachel,So what do you say? Can I be your girlfriend again?,neutral,joy,0.4,majority,majority,neutral,joy,joy,,,,
161,161_10,Ross,"Yes, you can, very much.",joy,joy,0.65,unanimous,majority,joy,joy,joy,,,,
161,161_11,Ross,Ahhhh!!,surprise,surprise,0.5,majority,majority,neutral,surprise,surprise,,,,
160,160_0,Chandler,And youre upset because you didnt make your best friend cry?,sadness,joy,0.5,majority,majority,joy,joy,neutral,,,,
160,160_1,Monica,"I mean, all Im asking for is just a little emotion!",anger,neutral,0.5,arbitrated,unknown,joy,anger,neutral,,,,
160,160_2,Monica,Is that too much to ask after six years?!,anger,sadness,0.7,majority,majority,sadness,anger,sadness,,,,
160,160_3,Monica,I mean what?,anger,neutral,1.0,majority,majority,neutral,neutral,sadness,,,,
160,160_4,Monica,Are-are-are Rachel and I not as close as you guys?!,anger,sadness,0.9,majority,majority,neutral,sadness,sadness,,,,
160,160_5,Monica,I mean do we not have as much fun?!,anger,neutral,0.9,arbitrated,unknown,joy,neutral,sadness,,,,
160,160_6,Monica,Dont I deserve a few tears?!!,sadness,sadness,1.0,majority,majority,anger,sadness,sadness,,,,
160,160_7,Monica,"I mean we-we told Joey, he cried his eyes out!",sadness,neutral,0.5,arbitrated,unknown,joy,neutral,sadness,,,,
160,160_8,Joey,Hey!,anger,neutral,0.5,arbitrated,unknown,neutral,joy,surprise,,,,
160,160_9,Joey,I did not cry my eyes out!!,anger,anger,0.465,majority,majority,anger,neutral,anger,,,,
160,160_10,Joey,Come on!,sadness,anger,0.9333,unanimous,majority,anger,anger,anger,,,,
160,160_11,Joey,Its like the end of an era!,sadness,sadness,0.8767,unanimous,majority,sadness,sadness,sadness,,,,
160,160_12,Joey,No more J-man and Channies!,sadness,sadness,0.75,majority,majority,neutral,sadness,sadness,,,,
160,160_13,Chandler,"Okay, I gotta ask, who calls us that?!",anger,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
165,165_0,Monica,I cant find garbage bags!,anger,neutral,0.5,majority,majority,neutral,anger,neutral,,,,
165,165_1,Rachel,"Oh, I think I saw some in here.",neutral,neutral,0.946,majority,majority,neutral,neutral,joy,,,,
165,165_2,Monica,What is it?!,surprise,surprise,0.56,majority,majority,neutral,surprise,surprise,,,,
165,165_3,Rachel,"I dont know! But maybe if we keep that drawer shut, itll die.",disgust,neutral,0.5,arbitrated,unknown,surprise,sadness,disgust,,,,
165,165_4,Monica,I cant believe were living here!,sadness,surprise,0.825,majority,majority,surprise,anger,surprise,,,,
163,163_0,Ross,Yknow I dont understand why they didnt cry. It was a beautiful speech.,sadness,sadness,0.05,majority,majority,neutral,sadness,sadness,,,,
163,163_1,Monica,"Oh, come on.",disgust,disgust,0.0,arbitrated,unknown,joy,neutral,anger,,,,
163,163_2,Ross,Hey!,sadness,neutral,0.75,majority,majority,neutral,joy,neutral,,,,
163,163_3,Ross,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",joy,joy,0.866,unanimous,majority,joy,joy,joy,,,,
163,163_4,Ross,And that picture of Chi-Chi with her mischievous grin.,neutral,neutral,0.5,arbitrated,unknown,joy,neutral,anger,,,,
163,163_5,Ross,And what you said about Nana.,neutral,neutral,0.25,majority,majority,joy,neutral,neutral,,,,
163,163_6,Ross,"Ohh, yeah she really wouldve wanted to be there.",sadness,neutral,0.5,arbitrated,unknown,neutral,joy,sadness,,,,
163,163_7,Ross,And you know what?,neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
163,163_8,Ross,I think she was.,neutral,surprise,0.9,majority,majority,surprise,sadness,surprise,,,,
163,163_9,Monica,"Oh good God, Ross! How the hell do you do it?",surprise,surprise,0.5,majority,majority,anger,surprise,surprise,,,,
164,164_0,Joey,You forget how many great songs Heart had.,neutral,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
164,164_1,Chandler,Yeah.,neutral,neutral,0.4667,unanimous,majority,neutral,neutral,neutral,,,,
164,164_2,Ross,"You know, Barracuda was the first song I learned to play on the keyboard.",neutral,neutral,0.5,majority,majority,neutral,neutral,joy,,,,
164,164_3,Chandler,"So, you heard it, you repeated it, so that must mean you wrote it.",neutral,anger,0.71,majority,majority,anger,anger,neutral,,,,
164,164_4,Joey,"Oh, you guys, with this joke. I gotta say, I know I cracked up, but Im not even sure I got it.",neutral,neutral,0.5,arbitrated,unknown,sadness,neutral,surprise,,,,
164,164_5,Ross,"What, you didnt get it? The doctor is a monkey.",neutral,surprise,0.9,arbitrated,unknown,joy,surprise,neutral,,,,
164,164_6,Chandler,And monkeys cant write out prescriptions.,neutral,joy,0.4995,majority,majority,joy,joy,neutral,,,,
164,164_7,Chandler,You are not allowed to laugh at my joke.,anger,anger,0.99,majority,majority,anger,anger,neutral,,,,
164,164_8,Ross,"Your joke? Well, I think the Hef would disagree, which is why he sent me a check for one hundred ah-dollars.",neutral,neutral,0.5,arbitrated,unknown,joy,surprise,anger,,,,
166,166_0,Chandler,You still haven’t told Rachel you weren’t really  proposing?,surprise,anger,0.82,arbitrated,unknown,anger,neutral,surprise,,,,
166,166_1,Joey,"No! She had the ring on, she seemed so excited, and then she  took her breast out.",anger,surprise,0.94,majority,majority,surprise,disgust,surprise,,,,
166,166_2,Chandler,"Joey, you have to tell her what’s going on! And what did it  look like?!",surprise,surprise,0.4,majority,majority,joy,surprise,surprise,,,,
166,166_3,Joey,I didn’t look at it. Stupid baby’s head was blocking most of  it.,anger,neutral,0.5,arbitrated,unknown,anger,disgust,neutral,,,,
166,166_4,Chandler,Go and tell Rachel right now before Ross finds out.,sadness,anger,0.8667,unanimous,majority,anger,anger,anger,,,,
166,166_5,Joey,"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.",sadness,sadness,1.0,majority,majority,neutral,sadness,sadness,,,,
166,166_6,Chandler,"Okay, look, just do it gently.",neutral,neutral,0.7667,unanimous,majority,neutral,neutral,neutral,,,,
166,166_7,Joey,You’re right.,neutral,neutral,0.24,majority,majority,neutral,sadness,neutral,,,,
166,166_8,Joey,You’re right.,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
166,166_9,Joey,I-I’ll go tell her now before Ross  finds out and I’ll be gentle.,neutral,neutral,0.5,arbitrated,unknown,joy,surprise,fear,,,,
166,166_10,Joey,I can do that.,neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
166,166_11,Joey,I am a gentle person.,neutral,neutral,0.5,majority,majority,neutral,neutral,joy,,,,
166,166_12,Joey,"Oh, by the  way.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
166,166_13,Joey,Two people screwing in there  if you want to check that out.,neutral,neutral,0.5,majority,majority,neutral,disgust,neutral,,,,
167,167_0,Phoebe,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",sadness,fear,0.0,arbitrated,unknown,anger,neutral,sadness,,,,
167,167_1,Phoebe,Which,neutral,neutral,1.0,majority,majority,neutral,neutral,sadness,,,,
167,167_2,The Teacher,"How would you characterize the theme of this book, uh let's see here , Rachel Green?",neutral,neutral,0.94,unanimous,majority,neutral,neutral,neutral,,,,
167,167_3,Rachel,"Umm, well I would have to say that it's a, it's tragic love story.",neutral,sadness,0.8133,unanimous,majority,sadness,sadness,sadness,,,,
167,167_4,The Teacher,"Well, that's sort of a given, but yes. Anyone else?",neutral,neutral,0.7333,unanimous,majority,neutral,neutral,neutral,,,,
167,167_5,Rachel,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",joy,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
167,167_6,The Teacher,Excellent! What Rachel has shrewdly observed here,joy,joy,0.8317,unanimous,majority,joy,joy,joy,,,,
167,167_7,Phoebe,You completely stole my answer!,anger,neutral,0.5,majority,majority,neutral,neutral,anger,,,,
167,167_8,Rachel,"Well, honey that was pretty obvious.",sadness,neutral,0.7167,unanimous,majority,neutral,neutral,neutral,,,,
167,167_9,Phoebe,Well how would you know?! You didn't even read it!,anger,anger,0.9,majority,majority,neutral,anger,anger,,,,
167,167_10,The Teacher,What do you think? You in the blue shirt.,neutral,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
167,167_11,Phoebe,"I think that uh, yours is a question with many answers.",neutral,surprise,0.75,majority,majority,neutral,surprise,surprise,,,,
167,167_12,The Teacher,Would ya care to venture one?,neutral,neutral,0.5,arbitrated,unknown,joy,anger,neutral,,,,
167,167_13,Phoebe,Would,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
167,167_14,The Teacher,Are you just repeating what I'm saying?,anger,neutral,0.5,arbitrated,unknown,neutral,anger,disgust,,,,
167,167_15,The Teacher,"All right, let's move on.",neutral,neutral,0.8267,unanimous,majority,neutral,neutral,neutral,,,,
167,167_16,Phoebe,Okay then.,neutral,neutral,0.25,majority,majority,joy,neutral,neutral,,,,
168,168_0,Joey,"All right, okay, this is great, uh, Chandler, you get behind the desk.",neutral,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
168,168_1,Joey,"And-and when she comes in hopefully, she wont recognise you because, well, why would she?",neutral,surprise,0.6,majority,majority,neutral,surprise,surprise,,,,
168,168_2,Joey,"Uh, okay, and then you buzz Ross and I.",neutral,neutral,0.9633,unanimous,majority,neutral,neutral,neutral,,,,
168,168_3,Joey,"You be Mr. Gonzalez, and Ill be uh, Mr. Wong.",neutral,neutral,1.0,majority,majority,joy,neutral,neutral,,,,
168,168_4,Ross,Diverse.,neutral,neutral,0.0,majority,majority,surprise,neutral,neutral,,,,
168,168_5,The Stripper,Did anybody call for security?,neutral,neutral,0.5,majority,majority,neutral,neutral,surprise,,,,
168,168_6,Chandler,You be cool.,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
168,168_7,The Stripper,"Okay, which one of you guys is Gunther Central-Perk?  Hey, Joey?",neutral,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
168,168_8,Ross,Wheres my ring? My dead grandmothers wedding ring? Where is it? Where is it?,fear,sadness,0.5,majority,majority,neutral,sadness,sadness,,,,
168,168_9,Chandler,"Way to be cool, man.",neutral,neutral,1.0,majority,majority,joy,neutral,neutral,,,,
168,168_10,The Stripper,Whats he talking about?,neutral,surprise,0.8,majority,majority,surprise,surprise,fear,,,,
168,168_11,Joey,"There was a ring, in a box, on my nightstand, after you left, it was gone!",anger,surprise,1.0,arbitrated,unknown,sadness,surprise,anger,,,,
168,168_12,The Stripper,"Wait, you guys think I stole some ring?",surprise,surprise,0.35,majority,majority,neutral,surprise,surprise,,,,
168,168_13,Ross,We know you took so just-just save yourself the time and confess!,anger,anger,0.85,majority,majority,anger,anger,neutral,,,,
168,168_14,The Stripper,"Okay, who are you?",surprise,surprise,0.75,majority,majority,neutral,surprise,surprise,,,,
168,168_15,The Stripper,The Hardy boys?,anger,surprise,0.7,arbitrated,unknown,neutral,fear,surprise,,,,
168,168_16,The Stripper,"Look, I dont need to steal some stupid ring, all right?",anger,anger,0.75,majority,majority,neutral,anger,anger,,,,
168,168_17,The Stripper,"I make $1,600 a week doing what I do; any of you guys make that?",anger,anger,0.7,arbitrated,unknown,neutral,surprise,anger,,,,
168,168_18,Chandler,Marry me.,neutral,joy,0.9,majority,majority,neutral,joy,joy,,,,
170,170_0,Joey,"Oh my God, youre back!",surprise,joy,0.4,majority,majority,joy,surprise,joy,,,,
170,170_1,Phoebe,"Ohh, let me see it! Let me see your hand!",surprise,joy,0.535,majority,majority,joy,surprise,joy,,,,
170,170_2,Monica,Why do you want to see my hand?,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
170,170_3,Phoebe,I wanna see whats in your hand. I wanna see the trash.,disgust,surprise,0.8875,majority,majority,surprise,disgust,surprise,,,,
170,170_4,Phoebe,"Eww! Oh, its all dirty. You should throw this out.",disgust,disgust,0.8995,majority,majority,disgust,neutral,disgust,,,,
172,172_0,Paul,"So Lizzie, are-are-are you planning on staying the night?",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
172,172_1,Elizabeth,"Oh no-no believe me, Im leaving as soon as possible!",neutral,anger,0.45,majority,majority,anger,anger,fear,,,,
172,172_2,Paul,"Good. Good. Not that we dont want you to stay, obviously youre welcomeHow much more homework do you have?",neutral,neutral,1.0,majority,majority,neutral,neutral,surprise,,,,
171,171_0,Ross,No!,anger,fear,1.0,arbitrated,unknown,neutral,anger,fear,,,,
171,171_1,Monica,Me too!,joy,neutral,0.5,arbitrated,unknown,anger,neutral,surprise,,,,
171,171_2,Ross,"Hey, when the music starts up again, I was thinking of maybe goind into the robot, yknow?",neutral,neutral,0.75,majority,majority,neutral,joy,neutral,,,,
171,171_3,Monica,"Ross, I think we should stick to the routine, we dont wanna look stupid!",joy,neutral,0.5,arbitrated,unknown,neutral,joy,disgust,,,,
171,171_4,Director,Alright were back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,joy,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
171,171_5,All,"Three, Two, One!",neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
171,171_6,Director,Cut!,neutral,neutral,0.925,majority,majority,joy,neutral,neutral,,,,
171,171_7,Joey,No! Year! Happy No Year!,joy,neutral,0.5,arbitrated,unknown,neutral,anger,sadness,,,,
171,171_8,Director,"Okay, heres where we go to the live shot of Times Square, nice work everyone thats a wrap!",joy,joy,1.0,majority,majority,joy,neutral,joy,,,,
169,169_0,Monica,Oh my God! Joey!,surprise,surprise,0.9,arbitrated,unknown,neutral,surprise,joy,,,,
169,169_1,Phoebe,Hell yeah! Ill marry you!,joy,joy,0.966,unanimous,majority,joy,joy,joy,,,,
169,169_2,Monica,You cant marry him!,anger,anger,1.0,majority,majority,sadness,anger,anger,,,,
169,169_3,Phoebe,"Hey lady, your days over! Its my turn!",anger,anger,0.45,majority,majority,joy,anger,anger,,,,
169,169_4,Monica,Phoebe!,surprise,anger,1.0,majority,majority,surprise,anger,anger,,,,
169,169_5,Joey,Why?! Why cant she marry me?!,surprise,anger,0.58,unanimous,majority,anger,anger,anger,,,,
169,169_6,Phoebe,I can and I will!,anger,anger,1.0,majority,majority,neutral,anger,anger,,,,
169,169_7,Monica,Shes not pregnant. Its Rachel. Rachels the one whos pregnant.,neutral,surprise,0.9,majority,majority,anger,surprise,surprise,,,,
169,169_8,Joey,Oh my God.,surprise,surprise,1.0,unanimous,majority,surprise,surprise,surprise,,,,
169,169_9,Phoebe,Hey!,anger,joy,0.8,majority,majority,joy,joy,surprise,,,,
169,169_10,Monica,Phoebe I think he would notice if you didnt have a baby in nine months!,anger,surprise,0.75,majority,majority,neutral,surprise,surprise,,,,
169,169_11,Phoebe,Its Joey!,surprise,surprise,0.9,majority,majority,joy,surprise,surprise,,,,
169,169_12,Joey,Now I cant believe it! What? Rachels pregnant?  Whos the father?,surprise,surprise,0.75,majority,majority,neutral,surprise,surprise,,,,
169,169_13,Phoebe,We dont know.,neutral,surprise,0.85,majority,majority,neutral,surprise,surprise,,,,
169,169_14,Joey,Ohh I wonder if that dude.,neutral,surprise,0.5,majority,majority,neutral,surprise,surprise,,,,
169,169_15,Monica,Theres a dude?,surprise,surprise,0.94,majority,majority,surprise,neutral,surprise,,,,
169,169_16,Joey,Yeah.,neutral,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
169,169_17,Phoebe,Who? Who is it?,surprise,neutral,0.55,majority,majority,neutral,neutral,surprise,,,,
169,169_18,Joey,"About a month ago this guy spent the night with Rachel, I didnt see who it was but",disgust,surprise,0.5467,unanimous,majority,surprise,surprise,surprise,,,,
169,169_19,Phoebe,Was that story over?,neutral,neutral,0.995,majority,majority,neutral,neutral,surprise,,,,
169,169_20,Joey,The guy left this.,neutral,neutral,0.75,majority,majority,neutral,surprise,neutral,,,,
169,169_21,Phoebe,Oh my God! I know who the father is,surprise,surprise,1.0,majority,majority,neutral,surprise,surprise,,,,
169,169_22,Monica,People have got to finish their stories!,anger,neutral,0.75,majority,majority,neutral,anger,neutral,,,,
173,173_0,Chandler,"I see. Yknow umm, Phoebe makes sock bunnies.",neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
173,173_1,Monica,No!,surprise,surprise,0.9,majority,majority,neutral,surprise,surprise,,,,
173,173_2,Monica,"No, she doesnt.",neutral,neutral,0.78,majority,majority,neutral,surprise,neutral,,,,
173,173_3,Monica,"Uh Phoebe, what she makesthats uhtheyre sock rabbits.",neutral,neutral,0.5,majority,majority,neutral,neutral,disgust,,,,
173,173_4,Monica,They are completely differentOkay!,anger,neutral,0.5,arbitrated,unknown,anger,surprise,neutral,,,,
173,173_5,Monica,Okay!,surprise,neutral,1.0,majority,majority,anger,neutral,neutral,,,,
173,173_6,Monica,Okay!,surprise,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
173,173_7,Monica,I didnt make it!,sadness,neutral,0.5,majority,majority,sadness,neutral,neutral,,,,
173,173_8,Monica,Im sorry!,sadness,sadness,1.0,unanimous,majority,sadness,sadness,sadness,,,,
173,173_9,Monica,I totally forgot about tonight and the fact that were supposed to,neutral,sadness,0.8475,majority,majority,sadness,surprise,sadness,,,,
173,173_10,Chandler,"Oh, its okay. I dont",neutral,neutral,0.5,majority,majority,anger,neutral,neutral,,,,
173,173_11,Monica,"No-no, its not okay!",sadness,anger,0.75,majority,majority,sadness,anger,anger,,,,
173,173_12,Monica,Its not!,sadness,anger,0.8713,unanimous,majority,anger,anger,anger,,,,
173,173_13,Monica,I mean you were just Youre so incredible!,sadness,joy,0.81,unanimous,majority,joy,joy,joy,,,,
173,173_14,Monica,You went through all this time and effort to make this tape for me!,sadness,joy,0.9995,majority,majority,joy,joy,surprise,,,,
173,173_15,Monica,"Yknow Im just gonnaI, I am gonna make this up to you!",joy,joy,0.6,unanimous,majority,joy,joy,joy,,,,
173,173_16,Monica,I will!,sadness,joy,0.6,unanimous,majority,joy,joy,joy,,,,
173,173_17,Monica,I-I am going to,neutral,joy,0.775,majority,majority,neutral,joy,joy,,,,
173,173_18,Chandler,"Well, I did put a lot of thought in the tape.",neutral,joy,0.76,majority,majority,joy,neutral,joy,,,,
176,176_0,Joey,"Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.",neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
176,176_1,Ross,Nice to meet you.,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
177,177_0,Phoebe,Oh and I need to talk to you.,neutral,sadness,0.0,arbitrated,unknown,joy,fear,neutral,,,,
177,177_1,Monica,About what?,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
177,177_2,Phoebe,To see if know what these guys are talking about.,neutral,neutral,0.25,majority,majority,surprise,neutral,neutral,,,,
174,174_0,Rachel,"No.  And then I called him, and he wasnt there.",neutral,sadness,0.8667,unanimous,majority,sadness,sadness,sadness,,,,
174,174_1,Mark,"Well, then hes, hes probably just, out.",neutral,neutral,0.2967,unanimous,majority,neutral,neutral,neutral,,,,
174,174_2,Rachel,"Oh, thank you thats very helpful, Im glad you came over.",neutral,neutral,0.6267,unanimous,majority,neutral,neutral,neutral,,,,
174,174_3,Rachel,Hello.,neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
174,174_4,Ross,Hi! Its me.,sadness,neutral,0.5,majority,majority,neutral,joy,neutral,,,,
174,174_5,Rachel,"Hi! Oh, Im so glad you called.",joy,joy,0.766,unanimous,majority,joy,joy,joy,,,,
174,174_6,Ross,"Really? Ive been thinking, this is crazy, I mean dont, dont you think we can work on this?",sadness,anger,1.0,arbitrated,unknown,neutral,anger,joy,,,,
174,174_7,Mark,"Hey, what do you want to drink?",neutral,neutral,0.9,unanimous,majority,neutral,neutral,neutral,,,,
174,174_8,Ross,Whos that?,surprise,surprise,1.0,majority,majority,neutral,surprise,surprise,,,,
174,174_9,Rachel,Nobody.,neutral,anger,0.3,majority,majority,anger,anger,neutral,,,,
174,174_10,Mark,Is it okay if I finish the apple juice?,neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
174,174_11,Ross,Is that Mark?,neutral,neutral,0.5,arbitrated,unknown,neutral,joy,surprise,,,,
174,174_12,Rachel,"Umm, honey, look he just came over to....",neutral,neutral,0.7408,majority,majority,neutral,neutral,surprise,,,,
174,174_13,Ross,Yeah! Got it!,anger,joy,1.0,unanimous,majority,joy,joy,joy,,,,
174,174_14,Chloe,"Hey, dinosaur guy, look at you, so sad. Come dance.",neutral,joy,0.465,majority,majority,joy,joy,surprise,,,,
174,174_15,Ross,"Ah, thats okay, thanks.",sadness,neutral,0.5,arbitrated,unknown,neutral,joy,sadness,,,,
174,174_16,Chloe,"Hey, you dont have to smile. You just have to dance.",neutral,neutral,0.465,majority,majority,neutral,neutral,sadness,,,,
174,174_17,Ross,"Look, I dont feel like dancing, I feel like having a drink. Okay?",sadness,neutral,1.0,majority,majority,neutral,neutral,sadness,,,,
174,174_18,Chloe,"Oh, okay.  Hey, two beers.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
179,179_0,Chandler,Forgive me? You haven't been taking my calls in a week!,anger,anger,0.7429,unanimous,majority,anger,anger,anger,,,,
179,179_1,Joey,"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",anger,neutral,0.5,majority,majority,neutral,neutral,anger,,,,
179,179_2,Chandler,"Uh, what was that?",surprise,neutral,0.5,arbitrated,unknown,surprise,sadness,anger,,,,
179,179_3,Joey,"Uh,",neutral,neutral,0.25,majority,majority,neutral,neutral,surprise,,,,
178,178_0,Monica,"Pheebs, hows it going?",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
178,178_1,Phoebe,Im doing okay. I think its going well. Do you think theyre having fun? Am I talking to fast?,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
178,178_2,Monica,"Nope, sound like me. Pheebs, its going great. Look at Chandler with little baby girl Chandler.",joy,joy,0.99,majority,majority,joy,joy,neutral,,,,
178,178_3,Chandler,"Little baby girl Chandler, where I have heard that before?",neutral,surprise,0.77,unanimous,majority,surprise,surprise,surprise,,,,
178,178_4,Chandler,"Oh right, Coach Ruben.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
178,178_5,Chandler,Do you know what Pheebs?,neutral,neutral,0.5133,unanimous,majority,neutral,neutral,neutral,,,,
178,178_6,Chandler,"When youre done over there, we kinda have a situation over here too.",fear,anger,0.0,majority,majority,neutral,anger,anger,,,,
178,178_7,Phoebe,"Na-uh, no, we are all responsible for our own babies.",neutral,neutral,0.5,majority,majority,surprise,neutral,neutral,,,,
178,178_8,Chandler,See thats where I think that youre wrong. Weve been playing these babies man for man. we should really be playing a zone defense.,neutral,anger,0.9,majority,majority,neutral,anger,anger,,,,
178,178_9,Monica,What do you mean?,surprise,neutral,0.5,majority,majority,surprise,neutral,neutral,,,,
175,175_0,Rachel,You wanna go in the bedroom? Its a little more comfortable.,neutral,neutral,1.0,majority,majority,neutral,neutral,joy,,,,
175,175_1,Tag,Sure.,neutral,neutral,1.0,majority,majority,joy,neutral,neutral,,,,
175,175_2,Rachel,"Okay.  Oh wait! Umm, did you send those contracts to Milan?",surprise,surprise,0.5,majority,majority,neutral,surprise,surprise,,,,
175,175_3,Tag,If this is your idea of sexy talk?,surprise,neutral,0.5,arbitrated,unknown,anger,neutral,disgust,,,,
175,175_4,Rachel,"No seriously, yknow the contracts I gave you, did you overnight them?",fear,anger,0.8125,majority,majority,anger,neutral,anger,,,,
175,175_5,Tag,What contracts?,neutral,neutral,0.49,majority,majority,neutral,neutral,surprise,,,,
175,175_6,Rachel,Okay please tell me that this is just one of your jokes that you do that I dont get.,joy,neutral,0.25,majority,majority,neutral,neutral,disgust,,,,
175,175_7,Tag,Like what?,neutral,neutral,0.9933,unanimous,majority,neutral,neutral,neutral,,,,
175,175_8,Rachel,"Yknow, like the thing when you put the phone in your pants?",disgust,surprise,0.425,majority,majority,neutral,surprise,surprise,,,,
175,175_9,Rachel,Tag!,anger,disgust,1.0,arbitrated,unknown,neutral,disgust,surprise,,,,
175,175_10,Rachel,Im serious!,anger,anger,1.0,majority,majority,anger,anger,surprise,,,,
175,175_11,Rachel,This isnt funny!,anger,anger,0.95,majority,majority,anger,anger,sadness,,,,
175,175_12,Rachel,Those contracts absolutely had to go out today!,anger,neutral,0.5,majority,majority,anger,neutral,neutral,,,,
175,175_13,Tag,"Rach, Im sorry, but you didnt give me any contracts!",surprise,anger,0.86,majority,majority,anger,anger,surprise,,,,
175,175_14,Rachel,Yes I did! And I put a little,anger,neutral,0.5,arbitrated,unknown,neutral,surprise,anger,,,,
175,175_15,Tag,"Im telling you, you never gave them to me.",neutral,anger,0.25,majority,majority,neutral,anger,anger,,,,
