Dialogue_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,predicted_emotion,confidence,reasoning,shift_flag,mental_state_raw,linguistic_signal_tag
193,193_3,Ross,Where  Where you will seea uha bunch of uhred spots.,neutral,neutral,1.0,"The Micro-Linguistic Analysis clearly concludes with '[LINGUISTIC TONE: NEUTRAL]', citing low arousal, neutral surface sentiment, and neutral latent sentiment. The Dynamic Mental State (LaERC) further reinforces this, identifying an 'internal_state' of 'Neutral, focused, and task-oriented'.",FALSE,"```json
{
  ""immediate_intent"": ""To neutrally instruct the group on what to do and what they will see, leading the next step of an activity."",
  ""internal_state"": ""Neutral, focused, and task-oriented, building on a foundation of recent positive achievement."",
  ""surface_vs_subtext"": ""aligned"",
  ""em",NEUTRAL
193,193_4,Ross,"Okay,  umm, why dont, why dont you all start to read, while I",neutral,neutral,0.95,"The Micro-Linguistic Analysis indicates a 'NEUTRAL' tone, supported by neutral lexical choices, a suggestion/mild instruction syntax, and neutral surface sentiment. Additionally, the LaERC Dynamic Mental State reports the `internal_state` as 'Neutral and focused' with `surface_vs_subtext` being 'aligned', further reinforcing a neutral emotional state.",FALSE,"```json
{
  ""immediate_intent"": ""To give a neutral instruction to the group to begin reading while indicating he will undertake a separate action."",
  ""internal_state"": ""Neutral and focused, with a slight lack of strong enthusiasm after earlier positive sentiments."",
  ""surface_vs_subtext"": ""aligned",NEUTRAL
191,191_0,Chandler,"Eh..., I dont, I dont know.",sadness,fear,0.85,"The Micro-Linguistic Analysis strongly indicates a 'Latent Sentiment: Negative' and a 'Final Linguistic Tone: [WITHDRAWN/VULNERABLE]', characterizing the utterance as 'heavily marked by hesitation and a lack of assertiveness, conveying a strong sense of uncertainty and discomfort,' 'struggling,' and 'distressed.' The Vulnerability Gate further suggests that 'Sadness/Fear are MORE likely than the surface suggests' given the [RELATIONSHIP DYNAMIC: SAFE/SUPPORTIVE], aligning with the deeper negative sentiment. The Temporal Shift Detection confirms a 'change in emotional state... to negative (uncertainty, indecision),' reinforcing the move away from neutral.",TRUE,"```json
{
  ""immediate_intent"": ""Expressing uncertainty and a lack of a definitive answer or opinion."",
  ""internal_state"": ""Feeling neutral to slightly hesitant, genuinely uncertain, and perhaps a bit non-committal."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",WITHDRAWN/VULNERABLE
191,191_1,Rachel,What?,neutral,neutral,0.98,"The Micro-Linguistic Analysis explicitly states '[LINGUISTIC TONE: NEUTRAL]', 'Arousal: 2 (Low)', and 'Surface Sentiment: Neutral'. The Dynamic Mental State (LaERC) also indicates 'internal_state': 'Neutral, inquisitive, seeking clarification.' and 'surface_vs_subtext': 'aligned', further solidifying the neutral classification. The Temporal Shift Detection reports [SHIFT: FALSE], indicating that retrieved examples and mental state momentum should dominate, and the previous utterance from Chandler was neutral, reinforcing the neutral momentum. The Relational Vulnerability Analysis for Rachel speaking to Chandler indicates low psychological safety and vulnerability capacity, which is consistent with a neutral, non-vulnerable interaction, not a hidden negative emotion.",FALSE,"```json
{
  ""immediate_intent"": ""Neutral prompt seeking clarification or more information from the previous speaker."",
  ""internal_state"": ""Neutral, inquisitive, seeking clarification."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
191,191_2,Chandler,"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",sadness,fear,0.95,"LaERC's internal_state explicitly states 'worried, apprehensive about Snoopy's capabilities and potential negative outcomes due to his age,' which is reinforced by the Vulnerability Gate stating Sadness/Fear are MORE likely. Micro-Linguistic Analysis also identifies 'Latent Sentiment' as Negative due to 'doubt, concern, and the potential for a negative outcome' regarding Snoopy's continued suitability.",FALSE,"```json
{
  ""immediate_intent"": ""To express concern about Snoopy's capabilities due to age and to solicit Rachel's opinion on his future role."",
  ""internal_state"": ""Concerned, worried, apprehensive about Snoopy's capabilities and potential negative outcomes due to his age."",
  ""surface_vs_subtext"":",CONCERNED/CAUTIOUS
191,191_3,Gunther,Rachel?,neutral,neutral,1.0,"The Micro-Linguistic Analysis indicates a 'LINGUISTIC TONE: NEUTRAL' and 'Punctuation: '?' (question mark). Indicates a neutral interrogative.' The Dynamic Mental State (LaERC) also reports 'internal_state: Neutral' and 'surface_vs_subtext: aligned,' all strongly supporting neutral.",FALSE,"```json
{
  ""immediate_intent"": ""Neutral information-seeking, likely to get Rachel's attention or prompt a response in the stalled conversation."",
  ""internal_state"": ""Neutral, without any strong positive or negative emotions indicated."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""u",NEUTRAL
191,191_4,Rachel,Yeah.,neutral,neutral,0.95,"Micro-Linguistic Analysis indicates a 'LINGUISTIC TONE: NEUTRAL', with LaERC stating 'internal_state: Neutral' and 'surface_vs_subtext: aligned'. Temporal Shift Detection is [SHIFT: FALSE - CONTINUITY MAINTAINED], and the most relevant Retrieved Example is 'Yeah?' -> NEUTRAL.",FALSE,"```json
{
  ""immediate_intent"": ""To acknowledge being addressed and indicate readiness to listen or speak."",
  ""internal_state"": ""Neutral and receptive, without any strong emotional valence."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",UNKNOWN
191,191_5,Gunther,"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?",neutral,neutral,0.98,"The Micro-Linguistic Analysis explicitly states '[LINGUISTIC TONE: NEUTRAL]' and confirms 'Surface Sentiment Neutral' and 'Latent Sentiment Neutral'. This is further supported by the Dynamic Mental State (LaERC) which describes Gunther's internal_state as 'Neutral, calm'.",FALSE,"```json
{
  ""immediate_intent"": ""To recall a shared past memory with Rachel and initiate a neutral conversation."",
  ""internal_state"": ""Neutral, calm, potentially neutral-positive as it references a positive shared history."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
191,191_6,Rachel,"Oh, sure! Do you need me to train somebody new?",joy,joy,0.98,"The Micro-Linguistic Analysis indicates an 'POSITIVE/ENTHUSIASTIC' tone with '8/10 Arousal' due to the 'exclamation and enthusiastic agreement' of 'Oh, sure!'. The Relational Vulnerability Analysis further supports 'open joy and enthusiasm' from Rachel, explicitly stating she 'shifts her persona from neutral to enthusiastic' due to Gunther's positive memory recall.",FALSE,"```json
{
  ""immediate_intent"": ""To acknowledge Gunther's previous statement and inquire about the purpose of his question."",
  ""internal_state"": ""Neutral and receptive, with a mild sense of curiosity about Gunther's topic."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",POSITIVE/ENTHUSIASTIC
191,191_7,Gunther,"Good one. Actually, ah, Terry wants you to take the training again, whenever.",neutral,neutral,0.95,"Micro-Linguistic Analysis indicates a `[LINGUISTIC TONE: NEUTRAL]` for Gunther's utterance, with very low arousal and neutral sentiment, suggesting a factual and unemotional delivery. Dynamic Mental State (LaERC) further confirms Gunther's `internal_state` is 'Neutral, calm, and objective,' and his `surface_vs_subtext` is 'aligned,' indicating no hidden emotional state from Gunther.",TRUE,"```json
{
  ""immediate_intent"": ""To inform Rachel about Terry's request for her to train another new employee."",
  ""internal_state"": ""Neutral, calm, and objective, acting purely as a messenger."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
191,191_8,Rachel,"Eh, do you believe that?",surprise,neutral,0.95,"The Micro-Linguistic Analysis clearly indicates a NEUTRAL Linguistic Tone and Low Arousal. LaERC's internal_state reports 'Neutral surprise or mild skepticism' and the emotional_momentum is 'de-escalating', all pointing towards a neutral emotional state.",FALSE,"```json
{
  ""immediate_intent"": ""To confirm the unexpected information and understand its implications."",
  ""internal_state"": ""Neutral surprise or mild skepticism due to the unexpected announcement."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""de-escalating""
}
```",NEUTRAL
191,191_9,Chandler,Yeah?,neutral,neutral,0.95,"The Micro-Linguistic Analysis indicates a 'Neutral' tone with 'Low' arousal and 'Neutral' surface and latent sentiment. Additionally, the Dynamic Mental State (LaERC) reports an 'internal_state' of 'Neutral and receptive, without strong emotional sentiment' and 'aligned' surface vs. subtext. The 'Temporal Shift Detection' is 'FALSE', meaning retrieved examples and momentum dominate, and the retrieved example 'Yeah.' points to NEUTRAL.",FALSE,"```json
{
  ""immediate_intent"": ""To acknowledge the previous statement and prompt for more information or clarification."",
  ""internal_state"": ""Neutral and receptive, without strong emotional sentiment."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
190,190_0,Chandler,"Y'know, I can't believe I'm getting my nails done!  And",surprise,neutral,0.9,"Micro-Linguistic Analysis concludes with 'LINGUISTIC TONE: NEUTRAL' due to a significant pragmatic disconnect created by the abrupt ending with 'And', introducing ambiguity to the overall communicated sentiment for the entire utterance. Temporal Shift Detection being [SHIFT: TRUE] heavily weights current-turn signals, making Micro-Linguistic Analysis's conclusion paramount.",TRUE,"```json
{
  ""immediate_intent"": ""Expressing surprise and sharing an unusual or noteworthy personal event."",
  ""internal_state"": ""Surprised and positive, possibly feeling a sense of novelty or joy."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
190,190_1,Rachel,"Chandler, theres a guy right over there.",neutral,neutral,1.0,"The Micro-Linguistic Analysis identified the utterance's tone as neutral, indicating a simple, factual statement without discernible emotion. Furthermore, the Dynamic Mental State analysis characterized the internal state as neutral and observant, aligning with the surface sentiment and reinforcing the absence of strong emotional valence.",TRUE,"```json
{
  ""immediate_intent"": ""To neutrally inform Chandler about the presence of a person."",
  ""internal_state"": ""Neutral and observant, without strong emotional valence."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
190,190_2,Chandler,Thats a mailman! Thats,surprise,surprise,0.95,"Micro-Linguistic Analysis indicates high arousal (8/10) and an exclamation mark, strongly suggesting a powerful and unexpected reaction. The Fine-grained analysis explicitly states the utterance 'clearly indicates surprise, excitement, or a powerful reaction' with 'significant positive sentiment'.",FALSE,"```json
{
  ""immediate_intent"": ""To neutrally identify an individual present in the environment."",
  ""internal_state"": ""Neutral, with a continued underlying positive sentiment from the anticipation of getting nails done."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",AGGRESSIVE
190,190_3,Rachel,"Chandler, dont worry! This doesnt make you any less of a guy!",neutral,joy,0.95,"The 'AGGRESSIVE' linguistic tone, interpreted as a strong, direct, and proactive assertion of positive intent, combined with the double exclamation marks indicating high arousal and forceful reassurance, overwhelmingly points to a positive and active emotional state. Furthermore, the LaERC internal state of 'Supportive, empathetic, aiming to provide comfort and positive affirmation' reinforces this as a joyful act of support.",TRUE,"```json
{
  ""immediate_intent"": ""To offer reassurance, alleviate Chandler's anxiety regarding his masculinity, and validate his actions."",
  ""internal_state"": ""Supportive, empathetic, and emotionally stable, aiming to provide comfort and positive affirmation."",
  ""surface_vs_subtext"": ""aligned"",
  """,UNKNOWN
190,190_4,Chandler,"Hey, you know who used to have nails like that?",neutral,neutral,0.95,"Temporal Shift Detection indicates a strong shift to neutral curiosity, heavily weighting current-turn signals. Both Micro-Linguistic Analysis (Linguistic Tone: NEUTRAL) and LaERC (immediate_intent: neutrally observe, surface_vs_subtext: aligned) strongly support a neutral classification.",TRUE,"```json
{
  ""immediate_intent"": ""To neutrally observe and potentially initiate a new topic, perhaps subtly driven by a desire for distraction or a search for normalcy."",
  ""internal_state"": ""Anxious and insecure, experiencing lingering discomfort related to his masculinity."",
  ""surface_vs_subtext"":",NEUTRAL
189,189_0,Joey,All right!,joy,joy,0.95,"The target utterance 'All right!' is classified as 'joy' due to multiple strong signals from Micro-Linguistic Analysis indicating high arousal (9/10), positive sentiment, an exclamatory sentence type, and a 'fine-grained analysis' describing it as 'powerful and unambiguous expression of positive emotion and readiness, enthusiasm, strong agreement, determination, or eager acceptance'. This is further supported by LaERC's 'internal_state' for Joey, which is 'feeling cheerful, enthusiastic, and optimistic'.",FALSE,"```json
{
  ""immediate_intent"": ""To express positive affirmation, agreement, or readiness for an upcoming event or situation."",
  ""internal_state"": ""Feeling cheerful, enthusiastic, and optimistic."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",AGGRESSIVE
189,189_1,Joey,Westminster Abbey!,joy,joy,0.95,"The Dynamic Mental State signal indicates 'internal_state: Feeling joyful, enthusiastic, and highly anticipatory'. The Micro-Linguistic Analysis highlights the 'Exclamatory sentence type' and the 'Exclamation mark ""!""' as key indicators of strong positive emotion and high arousal.",FALSE,"```json
{
  ""immediate_intent"": ""To express enthusiastic excitement about a specific destination or plan."",
  ""internal_state"": ""Feeling joyful, enthusiastic, and highly anticipatory."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""escalating""
}
```",NEUTRAL
189,189_2,Joey,"Hands down, best Abbey Ive ever seen.",joy,joy,1.0,"Micro-linguistic analysis highlights 'Hands down' and 'best' as strong positive intensifiers, indicating high conviction and positive sentiment. LaERC confirms an 'intense positive experience' and 'immense joy' as Joey's internal state, and notes the surface and latent sentiments are 'aligned'.",FALSE,"```json
{
  ""immediate_intent"": ""Joey is expressing his profound admiration and sharing his intense positive experience of Westminster Abbey."",
  ""internal_state"": ""Joey is feeling immense joy, wonder, and deep appreciation for the beauty and significance of Westminster Abbey."",
  ""surface_vs_subtex",POSITIVE/CONVINCED
189,189_3,Joey,Hey!,joy,joy,0.9,"LaERC's analysis clearly describes Joey's `internal_state` for the target utterance as 'Joyful, enthusiastic, and highly positive' with an 'enthusiastic greeting.' The exclamation mark in 'Hey!' further supports this high arousal and positive sentiment, aligning with LaERC's `surface_vs_subtext: aligned` assessment.",TRUE,"```json
{
  ""immediate_intent"": ""To express enthusiastic greeting and share positive experience, drawing attention to the current moment."",
  ""internal_state"": ""Joyful, enthusiastic, and highly positive."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""escalating""
}
```",UNKNOWN
189,189_4,Joey,Okay.,neutral,neutral,0.95,"The Micro-Linguistic Analysis indicates a [LINGUISTIC TONE: NEUTRAL] with 'surface_vs_subtext: aligned'. Crucially, Temporal Shift Detection identified [SHIFT: TRUE - EMOTIONAL PIVOT DETECTED] due to a 'Significant drop in arousal and a shift from positive to neutral valence from 'Hey!' to 'Okay.' within Joey's own utterances,' strongly supporting a neutral classification for this turn.",TRUE,"```json
{
  ""immediate_intent"": ""Neutral acknowledgment of the end of a previous enthusiastic expression, signaling a shift in focus or a decline in immediate excitement."",
  ""internal_state"": ""Transitioning from peak joy and enthusiasm to a more neutral or calmly positive state."",
  ""surface_vs_sub",NEUTRAL
189,189_5,Joey,"What do you think of the Abbey, Chandler?",neutral,joy,0.9,"LaERC's 'internal_state' is 'Joyful, excited, and eager to connect over a positive shared experience,' and its 'surface_vs_subtext' is 'aligned,' indicating a genuine and visible positive emotion. The 'Temporal Shift' signal is 'FALSE,' meaning 'mental state momentum' from previous joy should dominate, strongly reinforcing LaERC's assessment. Additionally, the 'Retrieved Similar Examples' include 'JOY' for a similar neutral question, providing a strong anchor for this classification.",FALSE,"```json
{
  ""immediate_intent"": ""To seek Chandler's opinion on Westminster Abbey and share the positive experience."",
  ""internal_state"": ""Joyful, excited, and eager to connect over a positive shared experience."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""de-escalating""
}
```",NEUTRAL
189,189_6,Chandler,"I think its great. Its great. Yknow, theyre thinking of changing the name of this place.",neutral,joy,0.95,"The Micro-Linguistic Analysis highlights the repetition of 'great' and a strong positive lexical signal, contributing to high arousal and positive sentiment. The Dynamic Mental State (LaERC) also confirms Chandler's internal state as 'positive and enthusiastic about the Abbey'.",TRUE,"```json
{
  ""immediate_intent"": ""Respond to a question about his opinion on the Abbey and share relevant news about a potential name change."",
  ""internal_state"": ""Positive and enthusiastic about the Abbey, while also being informative about a future development."",
  ""surface_vs_subtext"": ""aligned"",",NEUTRAL
189,189_7,Joey,Really? To what?,surprise,anger,0.9,"The Micro-Linguistic Analysis highlights an '[LINGUISTIC TONE: AGGRESSIVE]' and 'assertive and perhaps confrontational stance'. This is further supported by the Relational Vulnerability Analysis, which identifies a '[RELATIONSHIP DYNAMIC: DEFENSIVE]', making Anger/Disgust probable as a mask or direct expression of negative sentiment.",FALSE,"```json
{
  ""immediate_intent"": ""To express surprise and seek information regarding the potential name change of the Abbey."",
  ""internal_state"": ""Negative anticipation and concern over the possible renaming of a place he highly admires."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": """,AGGRESSIVE
189,189_8,Chandler,To Put the Camera Away!!!,anger,anger,1.0,"Micro-Linguistic Analysis highlights the 'aggressive' tone and '!!!' as high-intensity markers conveying 'urgency, anger, exasperation, demand, and a complete lack of patience' with 'very high arousal' and 'negative sentiment'. Dynamic Mental State confirms 'Chandler is feeling annoyed and frustrated, possibly angry' with 'escalating' emotional momentum.",TRUE,"```json
{
  ""immediate_intent"": ""Chandler is asserting boundaries and demanding that someone stops using a camera."",
  ""internal_state"": ""Chandler is feeling annoyed and frustrated, possibly angry, due to someone's actions with a camera."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": """,AGGRESSIVE
189,189_9,Joey,"Man,",neutral,sadness,0.6,"LaERC's 'internal_state' for Joey is 'negative shock, confusion, or disappointment,' and its 'surface_vs_subtext' is 'aligned,' indicating a negative emotion is expressed. This is further supported by the 'RELATIONSHIP DYNAMIC: DEFENSIVE' from Relational Vulnerability, suggesting Joey is negatively impacted by Chandler's anger.",TRUE,"```json
{
  ""immediate_intent"": ""To express a sudden reaction, likely surprise or mild exasperation, to an unexpected and negative outburst."",
  ""internal_state"": ""A state of negative shock, confusion, or disappointment, having been abruptly shifted from curiosity to an aggressive tone."",
  ""surface",NEUTRAL
194,194_0,Rachel,"Yeah, all right. All right! Just keep walkin'! All right?",anger,anger,0.95,"The `Micro-Linguistic Analysis` clearly identifies an 'AGGRESSIVE' tone with 'exclamation marks' and a 'direct imperative command' ('Just keep walkin'!') indicating high intensity and frustration. This is strongly supported by the `Dynamic Mental State (LaERC)` which indicates Rachel is 'feeling frustrated, impatient, irritated, and possibly angry or overwhelmed', with a 'Temporal Shift Detection' confirming a strong emotional pivot towards these negative emotions.",TRUE,"```json
{
  ""immediate_intent"": ""Rachel is trying to assert a demand or boundary, instructing someone to leave or continue an action with urgency and irritation."",
  ""internal_state"": ""Rachel is feeling frustrated, impatient, irritated, and possibly angry or overwhelmed."",
  ""surface_vs_subtext"": ""a",UNKNOWN
194,194_1,Rachel,"Ross! What are you I'm sorry sir. I just, I think he just really likes you.",neutral,surprise,0.9,"The utterance begins with 'Ross! What are you...', where the trailing off ('...') and the initial exclamation 'Ross!' strongly indicate surprise or confusion. This is further supported by the exact phrase 'I'm sorry sir,' which has a direct anchor in the provided training examples to 'SURPRISE.' Despite the speaker's withdrawn/vulnerable linguistic tone and hesitation, the latent sentiment is explicitly stated as 'Positive (delivered with shyness/vulnerability),' indicating that Rachel's internal experience is positive, making 'surprise' (specifically, a positive surprise delivered cautiously) a fitting label.",TRUE,"```json
{
  ""immediate_intent"": ""To neutrally explain Ross's actions and state his feelings to an observer, potentially to provide context or offer a neutral observation."",
  ""internal_state"": ""Neutral, objective, and calm, primarily functioning as an observer and explainer rather than expressing pe",WITHDRAWN/VULNERABLE
194,194_2,Ross,Hey! Y'know that teacher who had a baby with her student?,neutral,neutral,0.9,"The Micro-Linguistic Analysis is very strong and explicit, stating '[LINGUISTIC TONE: NEUTRAL]' and 'The speaker's linguistic choices in asking the question betray no personal emotional investment, judgment, or strong sentiment (positive or negative).' Although the Dynamic Mental State (LaERC) suggests 'Curious and interested, wanting to discuss something notable or surprising,' which points to non-neutrality (e.g., surprise), the DECISION PROTOCOL dictates that 'If surface_vs_subtext is 'misaligned', the Micro-Linguistic Tone OVERRIDES surface text.' The linguistic tone observed by the Micro-Linguistic Analysis is neutral, directly conflicting with the non-neutral internal state described by LaERC, thus the neutral linguistic tone is prioritized in the final decision. The Temporal Shift being FALSE suggests retrieved examples and mental state should dominate, but the specific override rule for misaligned surface/subtext is more critical in this specific conflict.",FALSE,"```json
{
  ""immediate_intent"": ""To share a piece of news or gossip with Rachel, initiating a conversation."",
  ""internal_state"": ""Curious and interested, wanting to discuss something notable or surprising."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
194,194_3,Ross,What the? What,surprise,surprise,0.98,"The LaERC internal_state explicitly identifies 'shock, bewilderment, and intense negative surprise,' and the Micro-Linguistic Analysis highlights the strong intensifiers, including the repetition of 'What the? What,' which signifies profound surprise and disbelief. Furthermore, the Temporal Shift detection indicates a significant emotional pivot, heavily weighting the current turn signals.",TRUE,"```json
{
  ""immediate_intent"": ""To express extreme surprise and disbelief."",
  ""internal_state"": ""Shock, bewilderment, and intense negative surprise."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""escalating""
}
```",AGGRESSIVE
194,194_4,Flight Attendant,Miss? May I help you?,neutral,neutral,0.98,"The Micro-Linguistic Analysis explicitly states the utterance has a 'NEUTRAL' tone, 'very low' arousal (1/10), and 'no strong emotional signals'. This is further supported by the LaERC 'internal_state' being 'Neutral, professional, and observant' and the retrieved examples consistently classifying similar offers of assistance as 'NEUTRAL'.",TRUE,"```json
{
  ""immediate_intent"": ""To offer assistance or determine the passenger's needs in a neutral and professional manner."",
  ""internal_state"": ""Neutral, professional, and observant; not reacting to prior passenger interactions but initiating a new, service-oriented one."",
  ""surface_vs_subtext""",NEUTRAL
192,192_0,Chandler,"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",anger,anger,0.95,"The Micro-Linguistic Analysis explicitly identifies an 'AGGRESSIVE' and 'accusatory tone,' indicating strong negative sentiment and a challenge to trust. The Vulnerability Gate further reinforces this by stating that 'Anger/Disgust mask is probable' due to a 'DEFENSIVE' relationship dynamic.",TRUE,"```json
{
  ""immediate_intent"": ""Chandler is expressing disappointment and seeking clarification regarding a perceived broken agreement about an item selection."",
  ""internal_state"": ""Chandler is feeling disappointed, slightly frustrated, and possibly unheard due to the deviation from the previously",AGGRESSIVE
192,192_1,Monica,"No, you said the baby creeps you out.",neutral,anger,0.9,"The Micro-Linguistic Analysis highlights an 'AGGRESSIVE' tone and 'strong negative valence of 'No''. The Dynamic Mental State indicates Monica is 'defensive, possibly a bit annoyed or frustrated at being misquoted'. Additionally, the Relational Vulnerability Analysis confirms a 'DEFENSIVE' dynamic with an 'Anger/Disgust mask probable', strongly suggesting anger as Monica's primary emotion in response to the disagreement with Chandler.",FALSE,"```json
{
  ""immediate_intent"": ""To correct Chandler's statement and deflect blame regarding the choice of the doll, asserting her own recollection of the conversation."",
  ""internal_state"": ""Slightly neutral to defensive, possibly a bit annoyed or frustrated at being misquoted or attributed with a ",AGGRESSIVE
192,192_2,Chandler,"No, the little girl creeps me out.",anger,anger,0.95,"Micro-Linguistic Analysis identifies 'creeps me out' as a 'strong negative emotion' with an 'aggressive' tone and high arousal. The Vulnerability Analysis indicates a '[RELATIONSHIP DYNAMIC: DEFENSIVE]' where an 'Anger/Disgust mask is probable,' aligning with the aggressive linguistic tone and the anchor example 'It creeps me out!' classified as ANGER.",FALSE,"```json
{
  ""immediate_intent"": ""Chandler is denying Monica's claim and shifting blame back onto her for the choice of item."",
  ""internal_state"": ""Chandler is feeling defensive and possibly frustrated, asserting his perspective amidst a disagreement."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotiona",AGGRESSIVE
192,192_3,Monica,You said the baby.,neutral,anger,0.9,"Monica's internal state from LaERC is 'defensive and resolute, perhaps slightly irritated,' with an immediate intent of 'deflecting blame.' The Relational Vulnerability Analysis confirms a '[RELATIONSHIP DYNAMIC: DEFENSIVE]' where 'Anger/Disgust mask is probable,' indicating a negative underlying emotion despite the neutral Micro-Linguistic Tone on the surface. Given [SHIFT: TRUE], current-turn signals are weighted heavily, strongly supporting Anger.",TRUE,"```json
{
  ""immediate_intent"": ""Monica is deflecting blame from herself and asserting her version of the conversation."",
  ""internal_state"": ""Monica is feeling defensive and resolute, perhaps slightly irritated by Chandlers accusation."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""e",NEUTRAL
192,192_4,Chandler,Why would the baby creep me out?,anger,disgust,0.9,"The utterance 'creep me out' is a strong idiom expressing revulsion and aversion, as identified in the Micro-Linguistic Analysis and its fine-grained description of 'profound discomfort, aversion, and potential feeling of being violated or deeply unsettled.' Additionally, the Relational Vulnerability Analysis explicitly states that 'Anger/Disgust mask is probable' for Chandler in his dynamic with Monica, directly pointing to disgust as a prominent emotion.",TRUE,"```json
{
  ""immediate_intent"": ""Chandler is expressing surprise and seeking clarification or a denial of Monica's accusation regarding his preference for the baby versus the little girl."",
  ""internal_state"": ""Chandler is likely feeling genuinely surprised, somewhat defensive, and perhaps a bit hur",WITHDRAWN/VULNERABLE
192,192_5,Monica,Why would the little girl creep you out?,anger,anger,0.95,"LaERC's internal state identifies Monica as 'Annoyed, challenging, and slightly disbelieving' with 'escalating' emotional momentum. Relational Vulnerability Analysis states Monica is 'masking Anger/Sarcasm' within a 'DEFENSIVE' dynamic, expressing 'anger and frustration' to counter accusations.",FALSE,"```json
{
  ""immediate_intent"": ""To challenge Chandler's revised statement and seek clarification on his perceived repulsion."",
  ""internal_state"": ""Annoyed, challenging, and slightly disbelieving."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""escalating""
}
```",NEUTRAL
192,192_6,Phoebe,"You guys, Im sorry, could you please talk a little slower?",neutral,sadness,0.85,"The LaERC's 'internal_state' reports Phoebe is 'Feeling overwhelmed or confused,' which is a negative emotional state. The Relational Vulnerability Analysis explicitly states, 'Sadness/Fear are MORE likely than the surface suggests' given the 'SAFE/SUPPORTIVE' relationship dynamic, indicating a hidden negative emotion. Additionally, the Micro-Linguistic Analysis notes the word 'sorry' indicates 'mild negative emotion (regret, politeness for inconvenience)' and 'Arousal: 4/10 (Low-Moderate),' consistent with a quieter negative sentiment like sadness rather than high-arousal negative emotions.",FALSE,"```json
{
  ""immediate_intent"": ""To request a slower speaking pace from Monica and Chandler so she can better understand the conversation."",
  ""internal_state"": ""Feeling overwhelmed or confused by the rapid conversation pace, leading to difficulty following the discussion."",
  ""surface_vs_subtext"": ",NEUTRAL
192,192_7,Chandler,This is going in your book?,surprise,neutral,0.9,"The 'LINGUISTIC TONE' is explicitly stated as 'NEUTRAL' and the 'LaERC internal_state' describes the speaker as 'Neutral, observant, slightly curious, not overtly emotional,' with 'surface_vs_subtext' being 'aligned.' Furthermore, the 'emotional_momentum' is 'de-escalating,' supporting a move towards a neutral state after a previous argument.",FALSE,"```json
{
  ""immediate_intent"": ""Neutral inquiry about Monica's actions, seeking clarification or information."",
  ""internal_state"": ""Neutral, observant, slightly curious, not overtly emotional."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""de-escalating""
}
```",NEUTRAL
